Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss
1,0.19178082048892975,0.2222222238779068,78.99112701416016,69.13741302490234
2,0.12328767031431198,0.1111111119389534,68.95675659179688,43.937721252441406
3,0.24657534062862396,0.2222222238779068,32.76968765258789,33.62765884399414
4,0.19178082048892975,0.1111111119389534,29.18076515197754,27.175872802734375
5,0.21917808055877686,0.3333333432674408,22.14213752746582,19.00507926940918
6,0.5068492889404297,0.6666666865348816,13.030109405517578,12.067020416259766
7,0.5753424763679504,0.4444444477558136,8.180362701416016,10.150798797607422
8,0.5616438388824463,0.1666666716337204,6.329489707946777,8.067361831665039
9,0.698630154132843,0.3333333432674408,1.9763771295547485,6.185026168823242
10,0.6712328791618347,0.3888888955116272,2.2477009296417236,6.406584739685059
11,0.7945205569267273,0.6666666865348816,1.539191722869873,2.9812023639678955
12,0.8767123222351074,0.5,0.7731868624687195,4.239764213562012
13,0.9041095972061157,0.5,0.35612550377845764,3.1271910667419434
14,0.9041095972061157,0.5555555820465088,0.22847577929496765,2.92895770072937
15,0.9726027250289917,0.5555555820465088,0.0658198744058609,2.8273022174835205
16,0.9589040875434875,0.5555555820465088,0.09275408834218979,2.394500494003296
17,0.9726027250289917,0.7222222089767456,0.05754053592681885,2.3822214603424072
18,0.9726027250289917,0.7777777910232544,0.0942617803812027,2.4372525215148926
19,1.0,0.7777777910232544,0.014457779005169868,2.6180269718170166
20,1.0,0.7222222089767456,0.017841273918747902,2.688707113265991
21,0.9863013625144958,0.7222222089767456,0.023043068125844002,2.5786209106445312
22,1.0,0.7222222089767456,0.011866148561239243,2.3864593505859375
23,1.0,0.7222222089767456,0.0039002662524580956,2.230325698852539
24,1.0,0.7222222089767456,0.003194068558514118,2.08752703666687
25,1.0,0.7222222089767456,0.0028131131548434496,1.952868103981018
26,1.0,0.7222222089767456,0.0019073765724897385,1.862302541732788
27,1.0,0.7222222089767456,0.001692109159193933,1.8022695779800415
28,1.0,0.7222222089767456,0.0012617137981578708,1.7722915410995483
29,1.0,0.7222222089767456,0.001013142871670425,1.783559799194336
30,1.0,0.7222222089767456,0.0006711403839290142,1.8001742362976074
31,1.0,0.7222222089767456,0.00043100639595650136,1.8167070150375366
32,1.0,0.7222222089767456,0.00038390178815461695,1.8328768014907837
33,1.0,0.7222222089767456,0.0003438882704358548,1.8461004495620728
34,1.0,0.7222222089767456,0.0003207692934665829,1.8576539754867554
35,1.0,0.7222222089767456,0.00031268259044736624,1.867037057876587
36,1.0,0.7222222089767456,0.0003063493932131678,1.8735978603363037
37,1.0,0.7222222089767456,0.00030208792304620147,1.8779329061508179
38,1.0,0.7222222089767456,0.0003033486718777567,1.88081693649292
39,1.0,0.7222222089767456,0.0002976534597110003,1.8824899196624756
40,1.0,0.7222222089767456,0.0002972336078528315,1.8831719160079956
41,1.0,0.7222222089767456,0.00029354801517911255,1.8838403224945068
42,1.0,0.7222222089767456,0.0002909878676291555,1.8831062316894531
43,1.0,0.7222222089767456,0.0002881784166675061,1.8830242156982422
44,1.0,0.7222222089767456,0.00028648480656556785,1.8823400735855103
45,1.0,0.7222222089767456,0.00028362180455587804,1.88034188747406
46,1.0,0.7222222089767456,0.0002793296589516103,1.8776501417160034
47,1.0,0.7222222089767456,0.0002775914326775819,1.875049114227295
48,1.0,0.7222222089767456,0.0002746936515904963,1.8737890720367432
49,1.0,0.7222222089767456,0.0002717144670896232,1.8740675449371338
50,1.0,0.7222222089767456,0.00026958007947541773,1.8741569519042969
51,1.0,0.7222222089767456,0.0002679561439435929,1.8713264465332031
52,1.0,0.7222222089767456,0.00026531287585385144,1.8689255714416504
53,1.0,0.7222222089767456,0.00026221119333058596,1.86676025390625
54,1.0,0.7222222089767456,0.0002603225875645876,1.8649029731750488
55,1.0,0.7222222089767456,0.00025725975865498185,1.8646303415298462
56,1.0,0.7222222089767456,0.0002554968523327261,1.8643659353256226
57,1.0,0.7222222089767456,0.0002538311237003654,1.863802194595337
58,1.0,0.7222222089767456,0.0002518105902709067,1.8628703355789185
59,1.0,0.7222222089767456,0.0002498941612429917,1.86197030544281
60,1.0,0.7222222089767456,0.0002485471486579627,1.8610644340515137
61,1.0,0.7222222089767456,0.00024609031970612705,1.8602910041809082
62,1.0,0.7222222089767456,0.00024502258747816086,1.8597512245178223
63,1.0,0.7222222089767456,0.0002431969332974404,1.8595079183578491
64,1.0,0.7222222089767456,0.00024205341469496489,1.8578848838806152
65,1.0,0.7222222089767456,0.00023920579405967146,1.857973337173462
66,1.0,0.7222222089767456,0.00023733655689284205,1.8587697744369507
67,1.0,0.7222222089767456,0.00023610328207723796,1.859285593032837
68,1.0,0.7222222089767456,0.0002337683254154399,1.859326720237732
69,1.0,0.7222222089767456,0.00023223018797580153,1.8589110374450684
70,1.0,0.7222222089767456,0.0002309451374458149,1.8588500022888184
71,1.0,0.7222222089767456,0.00022963732772041112,1.8593335151672363
72,1.0,0.7222222089767456,0.00022798730060458183,1.8593283891677856
73,1.0,0.7222222089767456,0.00022665115830022842,1.8583166599273682
74,1.0,0.7222222089767456,0.00022488761169370264,1.8579093217849731
75,1.0,0.7222222089767456,0.00022291274217423052,1.8565902709960938
76,1.0,0.7222222089767456,0.00022109996643848717,1.8556913137435913
77,1.0,0.7222222089767456,0.000219496781937778,1.854163646697998
78,1.0,0.7222222089767456,0.00021797954104840755,1.8534749746322632
79,1.0,0.7222222089767456,0.00021669648413080722,1.854440450668335
80,1.0,0.7222222089767456,0.0002152675879187882,1.8560776710510254
81,1.0,0.7222222089767456,0.00021331728203222156,1.857805848121643
82,1.0,0.7222222089767456,0.00021236800239421427,1.8625946044921875
83,1.0,0.7222222089767456,0.00021023016597609967,1.8659262657165527
84,1.0,0.7222222089767456,0.00020834998576901853,1.8682711124420166
85,1.0,0.7222222089767456,0.0002071613707812503,1.8705124855041504
86,1.0,0.7222222089767456,0.0002065218723146245,1.8701258897781372
87,1.0,0.7222222089767456,0.00020447108545340598,1.8695368766784668
88,1.0,0.7222222089767456,0.00020278908777981997,1.869781494140625
89,1.0,0.7222222089767456,0.00020166992908343673,1.8707785606384277
90,1.0,0.7222222089767456,0.00020064160344190896,1.8692601919174194
91,1.0,0.7222222089767456,0.00019902408530469984,1.8666967153549194
92,1.0,0.7222222089767456,0.00019654490461107343,1.867361307144165
93,1.0,0.7222222089767456,0.00019539552158676088,1.8674248456954956
94,1.0,0.7222222089767456,0.00019370530208107084,1.8684618473052979
95,1.0,0.7222222089767456,0.0001928064739331603,1.8689223527908325
96,1.0,0.7222222089767456,0.00019099778728559613,1.8684052228927612
97,1.0,0.7222222089767456,0.00018983417248819023,1.8696738481521606
98,1.0,0.7222222089767456,0.00018873582303058356,1.8699194192886353
99,1.0,0.7222222089767456,0.00018726727284956723,1.8703562021255493
100,1.0,0.7222222089767456,0.00018643095972947776,1.87013578414917
