Epoch,Train_Accuracy,Val_Accuracy,Train_Loss,Val_Loss
1,0.09589041024446487,0.1111111119389534,5.952388286590576,2.6474854946136475
2,0.12328767031431198,0.1111111119389534,2.437221050262451,2.18906307220459
3,0.15068493783473969,0.1111111119389534,2.18788743019104,2.179377555847168
4,0.09589041024446487,0.1111111119389534,2.1615562438964844,2.157621383666992
5,0.3287671208381653,0.5,2.1174299716949463,2.1209824085235596
6,0.698630154132843,0.3333333432674408,2.0330185890197754,2.054841995239258
7,0.6027397513389587,0.4444444477558136,1.8698768615722656,1.9530320167541504
8,0.5890411138534546,0.4444444477558136,1.6839895248413086,1.8143473863601685
9,0.7123287916183472,0.6111111044883728,1.3409017324447632,1.5641463994979858
10,0.8904109597206116,0.6111111044883728,0.8814623951911926,1.3281084299087524
11,0.8630136847496033,0.6666666865348816,0.6441489458084106,1.305061936378479
12,0.8082191944122314,0.2222222238779068,0.48407217860221863,1.4553881883621216
13,0.931506872177124,0.7222222089767456,0.3057781755924225,1.3305511474609375
14,0.8767123222351074,0.6666666865348816,0.3362351357936859,1.1579769849777222
15,0.9726027250289917,0.5,0.19895601272583008,1.4604580402374268
16,1.0,0.6666666865348816,0.09046754986047745,1.270316243171692
17,0.9589040875434875,0.7222222089767456,0.08709395676851273,1.4804600477218628
18,1.0,0.7222222089767456,0.03521891310811043,1.257655143737793
19,1.0,0.7222222089767456,0.01683545857667923,1.4799162149429321
20,1.0,0.6666666865348816,0.016316434368491173,1.4796866178512573
21,1.0,0.6666666865348816,0.009602531790733337,1.5172748565673828
22,1.0,0.6666666865348816,0.008452478796243668,1.4349274635314941
23,1.0,0.6666666865348816,0.0033613210543990135,1.5421996116638184
24,1.0,0.7222222089767456,0.004876123741269112,1.5110735893249512
25,1.0,0.7222222089767456,0.00217895838432014,1.5115591287612915
26,1.0,0.7222222089767456,0.0024173979181796312,1.4930332899093628
27,1.0,0.7222222089767456,0.0014080239925533533,1.451478123664856
28,1.0,0.7777777910232544,0.0008414571639150381,1.3976229429244995
29,1.0,0.7222222089767456,0.0006332176853902638,1.3887550830841064
30,1.0,0.7222222089767456,0.0007239611004479229,1.3877241611480713
31,1.0,0.7777777910232544,0.0007155456114560366,1.3814635276794434
32,1.0,0.7222222089767456,0.0004903898225165904,1.3957748413085938
33,1.0,0.7222222089767456,0.00039703736547380686,1.4183396100997925
34,1.0,0.7222222089767456,0.0003746770089492202,1.4325730800628662
35,1.0,0.7222222089767456,0.00036160938907414675,1.4421238899230957
36,1.0,0.7777777910232544,0.00032757309963926673,1.4466811418533325
37,1.0,0.7777777910232544,0.0002827283460646868,1.4576283693313599
38,1.0,0.7222222089767456,0.0002622786269057542,1.4654860496520996
39,1.0,0.7777777910232544,0.0002582389279268682,1.46419358253479
40,1.0,0.7777777910232544,0.00024287104315590113,1.4620966911315918
41,1.0,0.7777777910232544,0.00022975876345299184,1.4603146314620972
42,1.0,0.7222222089767456,0.00021875368838664144,1.4638803005218506
43,1.0,0.7222222089767456,0.00020860112272202969,1.467337727546692
44,1.0,0.7222222089767456,0.0002018493105424568,1.4660391807556152
45,1.0,0.7222222089767456,0.0001968635042430833,1.4621635675430298
46,1.0,0.7222222089767456,0.000192069259355776,1.4598076343536377
47,1.0,0.7222222089767456,0.00018532208923716098,1.4568833112716675
48,1.0,0.7777777910232544,0.0001799531455617398,1.4562914371490479
49,1.0,0.7777777910232544,0.00017514065257273614,1.4552762508392334
50,1.0,0.7777777910232544,0.0001682841102592647,1.4571843147277832
51,1.0,0.7777777910232544,0.00016160459199454635,1.4624141454696655
52,1.0,0.7777777910232544,0.00015668623382225633,1.4672547578811646
53,1.0,0.7777777910232544,0.0001496947224950418,1.4721980094909668
